title,authors,orgs,source,year,volume,issue,pages,keywords,abstract,doi,cited_count,download_count,fund,classification,clc_code,url,uid
红景天苷调节Nrf2/HO-1信号通路对放射性腮腺损伤大鼠腮腺组织及氧化应激的影响,张春英1 ; 陈红1 ; 阴广维1 ; 尤鸣达1 ; 刘金凤2 ; 张亚昆1 ; 胡耀杰1 ; 1.唐山市工人医院头颈外科 ; 2.华北理工大学附属医院,,实用口腔医学杂志,2026,,,,红景天苷 ; 细胞核因子E2相关因子2/血红素氧化酶-1信号通路 ; 放射性腮腺损伤 ; 腮腺组织 ; 氧化应激,目的:探讨红景天苷(SAL)调节细胞核因子E2相关因子2/血红素氧化酶-1(Nrf2/HO-1)信号通路对放射性腮腺损伤大鼠腮腺组织氧化应激的影响。方法:构建放射性腮腺损伤大鼠模型，将所有实验大鼠分为对照组(A组)、模型组(B组)、红景天苷低、中、高剂量处理组(C组、D组、E组)、红景天苷高剂量处理+Nrf2抑制剂组(F组);测定腮腺组织活性氧(ROS)水平、丙二醛(MDA)含量和超氧化物歧化酶(SOD)活力; HE染色观察腮腺病理学变化; TUNEL染色检测腮腺组织细胞凋亡情况;透射电镜观察腮腺组织细胞线粒体形态变化; Western blot检测B细胞淋巴瘤因子2(Bcl-2)、Bcl-2相关X蛋白(Bax)、p-Nrf2、Nrf2、HO-1及NQO1蛋白的表达。结果:B组较A组腮腺结构疏松，腺泡萎缩退化，数量减少，线粒体结构破坏，肿胀明显，嵴断裂，ROS水平、MDA含量及Bax表达升高，SOD活力及Bcl-2、p-Nrf2/Nrf2、HO-1、NQO1表达降低(P<0.05); C组、D组、E组较B组损伤程度明显减轻，ROS水平、MDA含量及Bax表达降低，SOD活力及Bc...,,,,河北省医学科学研究课题计划(编号:20240944)；,,R781,https://kns.cnki.net/kcms2/article/abstract?v=Ef7Li4TQaLxy9j3HphXbNP9zCqx6QkRv5rAydYLh-FlL_hIf2ncaqlSQQDXgtBviZ9vgebqGJ5vdrcnkrCgnv67jPGT2yg3Rbxeo_3qEhbKLBOx5BWCKA7VS9Qa8Vvg5gcwo1Pi6pBbXRyaQxLbXg14yxOR8LBsT0224YnH3LwtQjmRMFrDgJQ==&uniplatform=NZKPT&language=CHS,f959daeeb733
转染miR-21影响人牙髓干细胞炎性表达和成骨分化的实验研究,"刘艺欣 ; 李春年 ; 河北省口腔医学重点实验室,河北医科大学口腔医学院·口腔医院",,实用口腔医学杂志,2026,,,,人牙髓干细胞 ; miR-21 ; 成骨分化 ; IL-6 ; IL-1β,目的:探讨miR-21对人牙髓干细胞(hDPSCs)炎性表达及成骨分化的影响。方法:用50 ng/mL肿瘤坏死因子-α(TNF-α)对hDPSCs进行炎症诱导，用qRT-PCR筛选出IL-6、IL-1β表达最旺盛的时间点作为炎症模拟时间进行炎症环境模拟，用miR-21模拟物、miR-21抑制剂分别对miR-21进行过表达、敲低，并各自设置对照组，用qRT-PCR分析各个组IL-6和IL-1β的表达水平。将人类牙髓干细胞(hDPSCs)进行细胞转染后分为4组，在成骨诱导培养基中培养，通过qRTPCR方法来检测RUNX2和骨桥蛋白(OPN)的表达水平，并进行碱性磷酸酶(ALP )着色实验和茜素红染色分析。结果 :模拟炎症环境的4组细胞PCR检测结果显示，miR-21过表达实验组(A组)中的IL-6与IL-1β的表达程度低于过表达对照组(B组)(P<0.05)，表达抑制实验组(C组)中IL-6和IL-1β的表达水平高于抑制对照组(D组)(P<0.05)。经过qRTPCR技术检测经过转染后的各组hDPSCs中Runx2和OPN的表达水平。结果显示，过表达实验组的RUNX2和OPN表...,,,,河北省2022年政府资助临床优秀人才项目(编号：361029)；,,R781,https://kns.cnki.net/kcms2/article/abstract?v=Ef7Li4TQaLz_8xWKgwnNDOSn4bCXm9KuWgd7hGDyaptDG2eOzCtnQe9C5IzMAS3PnK_KuDwpJGirsA4ata45Zkv_vjIcm_qxklUI4d6nnWeMGUDbL5SHz6231vImbnGZlEn8fN2D6yuasdsX3lCi7iQzxvHCQhVhFmHACj-NGnl5mvu93I1YSQ==&uniplatform=NZKPT&language=CHS,d78d12398b0f
口腔微生物组与抑郁症发生发展的研究现状,赵淼 ; 马宇锋 ; 山西医科大学口腔医学院·口腔医院,,现代口腔医学杂志,2026,,,,,"<正>人体是由宿主与共生微生物（细菌、古菌、病毒、真菌等）组成的复杂系统，微生物群对代谢、免疫调节、维生素合成等生命功能至关重要[1,2]。口腔拥有人体第二大微生物群落[3]，在健康状态下，口腔微生物群落与宿主保持着一种共生关系，共同维护口腔及全身的健康状态[4]。抑郁症是一种常见的健康问题，具有高患病率、高致残率和高自杀率的特点[5,6]。据世界卫生组织2025年数据，全球约有3.32亿人正在患抑郁症（该数字为时点患病率）[7]。",,,,,,R781,https://kns.cnki.net/kcms2/article/abstract?v=Ef7Li4TQaLz_8xWKgwnNDOSn4bCXm9KuWgd7hGDyapsWVYzs8NuetUidAGH_2FfKmYShMIh9LscjwBBZd39AMS50LywjYj8FRwTdPZDwxYcw-Zq37W4-cfZKBODLwCcKSF68f_GoLhYdZ8IsXYAkA9AodhF5fFsIbDZq1bq_KtRF35WdPfESoQ==&uniplatform=NZKPT&language=CHS,4e18b93a89e1
血管生成素4对人牙髓干细胞成牙本质向分化及碱性磷酸酶活性的影响,李克申 ; 王辛鑫 ; 贺燕,,贵州医科大学学报,2026,,,,血管生成素4 ; 人牙髓干细胞 ; 成牙本质向分化 ; 碱性磷酸酶 ; 矿化,"目的 探讨血管生成素4(Ang-4)对人牙髓干细胞(hDPSCs)成牙本质向分化及碱性磷酸酶(ALP)活性的影响。方法 分离鉴定后的hDPSCs细胞，根据不同浓度Ang-4分为空白对照组(0μg/L)、10μg/L、50μg/L及100μg/L组，通过CCK-8检测细胞增殖情况，划痕实验检测细胞迁移情况，实时荧光定量PCR(RT-qPCR)和Western blot检测成牙本质相关标志物牙本质涎磷蛋白(DSPP)、Runt相关转录因子2(RUNX2)、牙本质基质蛋白1(DMP-1)的mRNA和蛋白表达水平，通过ALP活性测定及茜素红染色分析细胞的分化与矿化能力。结果 与0μg/L组比较，50μg/L组细胞增殖率及迁移率均显著升高(P<0.001),DSPP、RUNX2、DMP-1的mRNA和蛋白表达水平均显著上调(P<0.01),ALP活性和矿化结节形成能力显著增强(P<0.001);上述效果均以50μg/L浓度最为显著。结论 Ang-4在体外能促进hDPSCs的迁移及成牙本质向分化，表明其可能是牙本质再生的一个潜在靶点。",10.19367/j.cnki.2096-8388.2026.05.013,,,湖北省卫生健康委科研项目(WJ2023M121)；,,R781,https://kns.cnki.net/kcms2/article/abstract?v=Ef7Li4TQaLwFJKi7dOxmfqw_NHn_cxPve1BfnPgA_rgzWmXDlvwPQH6FgIEv3V4JOte0yQ5amdo423yKIy2_e02ukcPrfulPZmh5x2ETUNeBtR9e97hgqzECJLClHxpISlMQom-YHV8HTXRGfQ0vnNmthdFoExh7Zn8jfi8Nvn_1rah3L652Ew==&uniplatform=NZKPT&language=CHS,86e638ef5353
丝氨酸消旋酶与全身及口腔衰老相关疾病的研究进展,"孙泺咏1,2 ; 王化丽1,2 ; 王童1,2 ; 尹程程2,3 ; 孙宏晨1,2 ; 1.吉林大学口腔医院口腔病理科 ; 2.吉林省口腔颅颌面疾病与组织重建重点实验室 ; 3.吉林大学口腔医院VIP综合科",,中华老年口腔医学杂志,2026,,,,丝氨酸消旋酶 ; 右旋丝氨酸 ; 手性结构 ; 衰老,机体中天然存在的氨基酸多以左旋为主，而在某些生理或病理状态下，左旋氨基酸可以转化为右旋氨基酸，后者作为信号分子，引起神经、免疫等一系列生理或病理性变化，参与机体的生理反应，或导致某些疾病。丝氨酸消旋酶是截至目前为止人体内唯一内源性产生右旋氨基酸的外消旋酶，可将左旋丝氨酸催化为右旋丝氨酸，广泛分布于脑、皮肤、骨、牙等多种组织器官中，与阿尔茨海默病、骨质疏松症、糖尿病等衰老相关疾病关系密切。本综述将对丝氨酸消旋酶与衰老相关疾病的关系展开探讨，以期为深入探究衰老相关疾病致病机制和开发临床新疗法提供重要思路。,10.19749/j.cn.cjgd.1672-2973.2026.03.009,,,国家自然科学基金（82370936）；,,R781,https://kns.cnki.net/kcms2/article/abstract?v=Ef7Li4TQaLwNKSak8nNEK4WC8LsUIp7CfaPYWRSA0eP31yV3LHm1j7t_wp_QE0ODvGqUDR5QDxLjkhlpcGb-jOCs2kvUpGQyvfknariB3JF92WY6DDJchQof08p5dWlM8iYXOxzygmXPFmSDSWWo-rIiRlgaizj--gadbay0YmjVt8XEzu3bPA==&uniplatform=NZKPT&language=CHS,e863b1c2c1fc
CD44在小鼠下颌第一磨牙牙冠发育过程中的表达及作用,"司梦婷 ; 颜燕宏 ; 吴佳艳 ; 蒋备战 ; 上海市同济口腔医院儿童口腔科,同济大学口腔医学院,上海牙组织修复与再生工程技术研究中心,同济大学口腔医学研究所",,口腔医学,2026,,,,CD44 ; 牙冠发育 ; 成釉器 ; 免疫组织化学染色 ; 器官培养,"目的 探讨CD44在小鼠下颌第一磨牙牙冠发育过程中的时空表达特征及其生物学作用。方法 采用胚胎期E11.5至出生后PN7不同发育阶段的小鼠下颌第一磨牙样本，通过免疫组织化学染色检测下颌第一磨牙CD44蛋白在其发育过程中的定位与表达，并采用实时定量PCR分析其mRNA表达水平。为进一步探究CD44的功能，分离E16.5小鼠下颌第一磨牙牙胚进行体外器官培养，并转染小干扰RNA(siRNA)以敲低CD44表达。通过大体形态观察、牙胚宽度与高度测量，并结合HE染色、Masson三色染色及免疫荧光染色技术，评估牙胚发育、成釉细胞与成牙本质细胞的分化状态、胶原分泌以及前期牙本质的形成情况。结果 在牙胚发育起始阶段(E11.5),CD44在牙板上皮及深层牙源性间充质中均未见明显表达。在蕾状期(E13.5),CD44在牙上皮细胞中呈现微弱表达。从帽状期(E14.5)至钟状晚期(E18.5),CD44在成釉器各类细胞中均有表达，并于内釉上皮与中间层细胞中呈现高表达。出生后(PN1至PN7),CD44在成釉细胞与星网状层持续表达;自PN3起，在牙尖部的成牙本质细胞下层中也检测到阳性信号。RT-qPCR结果...",10.13591/j.cnki.kqyx.2026.05.002,,,国家自然科学基金(82301012)；,,R781,https://kns.cnki.net/kcms2/article/abstract?v=Ef7Li4TQaLxYMLwG5NFqI4yBONRoSstrtjmb1DMTpP16-jdUWaD6z2EtK1ePoD5mQtp8Z-UbngfJQcucgX-tp3-I-aZ-TxAnB9VR3uXTdJIdr2FDKAzsr1532gPsncZ7SQdVfs8dyVnAAZqPsDTdAE4d_x_u1fkMMik3Q92Ialmk_q1Z0E2z2w==&uniplatform=NZKPT&language=CHS,59237de885d0
牙龈卟啉单胞菌外膜囊泡介导BMSCs铁死亡抑制骨再生的机制研究,罗醒红 ; 南方医科大学,,南方医科大学,2026,,,,骨再生 ; 牙龈卟啉单胞菌 ; 细菌外膜囊泡 ; 铁死亡 ; Hippo-YAP信号通路,"研究背景与目的 口腔微生物组是由700多个不同菌群构成的,在健康状态下,口腔微生物组内及其与宿主之间的作用处于动态平衡。先前研究表明,与无牙周炎患者相比,牙周炎患者口腔微生物在组成的种类上并无差别,其主要差别在于牙龈卟啉单胞菌(Porphyromonas gingivalis,P.g)等牙周炎致病菌在口腔微生物组中的占比显著上升,这提示疾病的发生不仅仅在于特定致病菌,微生物失衡也会促进疾病的发生。近年来,口腔微生物失衡对骨稳态及骨再生的影响已成为关注的焦点。然而,口腔微生物失衡对骨再生的调控机制仍有待进一步阐明。牙周炎是一种典型的由于P.g等致病菌失衡引发的疾病,因此,以牙周炎为研究模型,探究牙周炎微环境对骨再生的作用及具体机制,将为阐明口腔微生物失衡在骨再生中的作用及调控机制提供新的见解。 细菌外膜囊泡(Outer membrane vesicles,OMVs),是由革兰氏阴性菌分泌的大小约20-350nm的外膜囊泡,其可携带肽聚糖、脂质、蛋白质和核酸等分子靶向宿主细胞,与宿主细胞进行通讯,介导宿主生理病理功能发生改变。以往研究表明,OMVs与类风湿性关节炎、骨质疏松、免疫应答、阿尔兹...",10.27003/d.cnki.gojyu.2026.000156,,,"国家自然科学基金(81970930,82470963)；",,R781,https://kns.cnki.net/kcms2/article/abstract?v=Ef7Li4TQaLxYMLwG5NFqI4yBONRoSstrcnD4rY4msNeC6Xw3C1Lah1xBeSiPuTPks_7S0iX5dojV9ncHVp2IoT4UNhCZVLnOTLNfzHcgtWSmF7An-5LMxhEkwaSd6uqrPiAYRFIOcOsnf_NzMcQZFdvykhtPobWFZMTExVmoww8CxQl3A44Cww==&uniplatform=NZKPT&language=CHS,7101cbf2e750
脊髓损伤促进第三期牙本质形成的机制研究,何焌 ; 南方医科大学,,南方医科大学,2026,,,,脊髓损伤 ; 第三期牙本质 ; Activin A ; 成牙本质细胞,"研究背景 第三期牙本质(Tertiarydentin,TD)是牙髓组织在受到龋病、磨损等刺激时形成的关键物理屏障,因其形成能力有限,限制了活髓保存治疗的临床疗效。TD形成的局部调控机制已得到广泛研究,然而牙髓组织的修复并非孤立过程,全身系统性因素同样不可忽视。 中枢神经能够远程调控矿化过程,例如脊髓损伤(Spinal cord injury,SCI)可跨组织诱发神经源性异位骨化以及加速骨折愈合。然而,SCI是否以及如何影响牙髓组织的修复性矿化,目前尚不明确。本研究旨在揭示SCI对TD形成的影响及其潜在的分子机制。 第一章脊髓损伤对牙髓钙化和第三期牙本质形成的影响 目的: 探究SCI对牙髓钙化发生和TD形成的影响。 方法: 1、分析临床影像学资料:回顾性分析南方医科大学南方医院口腔科锥形束计算机断层扫描(Cone-beam computed tomography,CBCT)影像资料,评估中枢神经损伤患者的牙髓钙化情况; 2、SCI模型的构建:对小鼠胸段脊髓进行半切手术,通过行为学实验与组织病理学分析验证模型有效性; 3、组织学染色:造模后28天取上颌骨,石蜡切片后行H&E染色,观察...",10.27003/d.cnki.gojyu.2026.000922,,,,,R781,https://kns.cnki.net/kcms2/article/abstract?v=Ef7Li4TQaLyfhddGgywukqenGUsu_AjoyqL4JOBd0SbFAbS5912I7ZsA_FhxLwaEFIB2RqQApr_7-APTzYEBvWG_JGxzyUKPVSfAsyQ-embR0s36wZECbCDL44r8v59o_GdMK287oiQU4llvjbXAJ9FvUIcamj8n6wjgdoVBrMwrN-yyjr-uMw==&uniplatform=NZKPT&language=CHS,4bab339b27f4
1个遗传性牙本质发育不良Ⅰ型家系临床特征和基因突变分析,"邓智元1 ; 崔一腾1 ; 彭玲1 ; 刘兆龙1 ; 曾彬2 ; 刘欧胜1 ; 刘静3 ; 邱喜丽1,3 ; 1.湖南省口腔重大疾病与口腔健康临床医学研究中心&湖南中南大学湘雅口腔医院&中南大学湘雅口腔医学院 ; 2.长沙医学院口腔医学院 ; 3.中南大学生命科学学院",,华西口腔医学杂志,2026,,,,牙本质发育不良Ⅰ型 ; SSUH2 ; 蛋白质构象 ; 致病性预测 ; 基因突变,牙本质发育不良Ⅰ型（DD-Ⅰ）是一种罕见的常染色体显性遗传性牙本质发育异常疾病，主要特征为牙根短小、髓腔闭锁，其致病基因及分子机制尚未完全阐明。本文报道了1个包含4例患者的DD-Ⅰ家系，采用全外显子组测序结合家系共分离、生物信息学分析，对致病突变进行鉴定及致病性评估。结果显示，先证者存在牙根缩短、髓腔闭锁及牙槽骨吸收等典型DD-Ⅰ临床表型；家系中检出SSUH2基因高度保守的错义变异c.353C>A(p.P118Q)，生物信息学预测提示该突变可显著改变蛋白二级结构与三维构象，判定为“可能有害”。结合生物信息学分析及临床表型关联，进一步验证该突变与DD-Ⅰ的因果关系，为p.P118Q突变的致病性提供补充性实验证据。,,,,国家自然科学基金（82201081）；,,R781,https://kns.cnki.net/kcms2/article/abstract?v=Ef7Li4TQaLyfhddGgywukqenGUsu_Ajoo6ncB3YOOQSWUCSPJIGbLnFTEG_CQLVCpSE6-xi9ifplRBw5t_egd6zzVEekDV_lQIBiOTMXBryQ094y5DFMTiE9wjG6spbd3uTpoKZ8HWi4Ph_KRsZ6Dx-AMJrG-OuMjPLUd5WUoNhYW09zf24dnA==&uniplatform=NZKPT&language=CHS,6c459a46188e
隧道技术联合结缔组织移植治疗伴牙本质敏感的多牙牙龈退缩：3～5年随访2例 题录,"曲红蕾 ; 田蓓敏 ; 李璇 ; 许杰 ; 陈发明 ; 张曦予 ; 空军军医大学口腔医院牙周病科 口腔疾病国家临床医学研究中心 口颌系统重建与再生全国重点实验室 陕西省口腔疾病国际联合研究中心, 西安",,中华口腔医学杂志,2026,,,,,"本文总结了2例隧道技术联合上皮下结缔组织移植在治疗伴牙本质敏感的连续多牙牙龈退缩中的应用经验及效果, 回顾了2例涉及上下颌前牙区、共4个术区的治疗与3～5年的随访资料, 结果显示2例患者所有术区均获得持久完全的根面覆盖, 患者牙本质敏感症状彻底消失且在随访期内未复发, 牙龈生物型亦由薄变厚并保持稳定。本文为临床医师运用此经典术式解决多牙牙龈退缩引发的牙本质敏感问题, 提供了兼顾长期疗效与功能改善的临床依据与实践参考。",,,,陕西省自然科学基础研究计划(2025JC-YBQN-1042)；,,R781,https://kns.cnki.net/kcms2/article/abstract?v=Ef7Li4TQaLyw8UutITOPE3W-B0iCsSDVjxT2bJdK6wlXVKTdDqTpx2X7_rLw-Gib_z8T_aVIYihBHloPUFKgiUSeU8GUcLC1XVA-g6c8rnB0IsPnMeMciBvrq5QJ3kCiu3EWFp3g93CIKUVik21Hdw_4vKQ3GO5jVpZbuJBTX-4hBqq_y8co6A==&uniplatform=NZKPT&language=CHS,1a9bdc7b2adf
黑磷纳米片激活线粒体自噬驱动成骨细胞分化的机制研究,邹越 ; 南方医科大学,,南方医科大学,2026,,,,黑磷纳米片 ; 成骨分化 ; 线粒体自噬 ; PINK1-Parkin通路,"研究背景: 骨缺损与骨量丢失在创伤、感染以及骨质疏松等多种疾病中十分常见,且往往伴随修复周期长、再生质量不稳定等临床难题。当前治疗策略中,自体骨移植被视为金标准,但其应用受到供区骨量不足及二次创伤等限制;异体骨与人工骨替代材料也常因骨整合效率有限而难以获得理想修复效果。因此,骨组织工程尝试在缺损部位通过重建再生微环境,为骨再生提供了更具可塑性的解决路径。 随着材料科学与再生医学的交叉发展,具备界面调控能力的二维纳米材料逐渐成为研究焦点。黑磷纳米片(black phosphorus nanosheets,BPNSs)作为新兴二维材料,具有独特的可降解特性和优异的生物安全性。既往研究已观察到BPNSs促进成骨相关表型的现象,但其细胞内作用途径尚缺乏系统阐明。成骨分化是高能耗过程,对ATP供给与线粒体稳态高度依赖;而线粒体自噬(mitophagy)作为线粒体质量控制的重要形式,可在应激条件下清除受损线粒体并维持能量代谢。其中,PINK1-Parkin轴是经典的线粒体自噬响应通路。基于上述认识,本研究提出:BPNSs可能诱导线粒体发生轻度应激,从而激活PINK1-Parkin依赖的线粒体自噬,改...",10.27003/d.cnki.gojyu.2026.000599,,,,,R781,https://kns.cnki.net/kcms2/article/abstract?v=Ef7Li4TQaLyw8UutITOPE3W-B0iCsSDVeoA-5bOSHgB32tI1medwzbCQ8IRTCcV-ZpWeYGP_gPyyaVJxU2aN1Sw18lKAqOANjGcLBgfQ6G0cxjqE5srRBUpMD-CPSEsNY4jd1n7sFgE05s_4Bxe-Lf0SvO9e4KYXiwmypSUNVBfHjUjw-5vPfg==&uniplatform=NZKPT&language=CHS,0f2423483503
METTL3介导的miR-497-5p在人根尖牙乳头干细胞分化中的作用,张晨 ; 蚌埠医科大学,,蚌埠医科大学,2026,,,,人根尖牙乳头干细胞 ; METTL3 ; miR-497-5p ; m6A甲基化 ; 分化,"背景 年轻恒牙因牙髓坏死、根尖周炎症易出现牙根发育停滞,现有临床技术难以实现牙髓-牙本质复合体的再生。根尖牙乳头干细胞（Stem cells from the apical papilla,SCAPs）是牙体组织再生领域极具潜力的种子细胞,其定向分化调控机制是再生牙髓病学的研究热点。miR-497-5p已被证实可正向调控SCAPs的成骨/成牙本质向分化,但其上游表观遗传调控机制尚未明确。N6-甲基腺苷（N6-methyladenosine,m6A）甲基化是真核生物最常见的RNA表观遗传修饰,其核心催化亚基甲基转移酶样蛋白3（Methyltransferase-like 3,METTL3）可通过调控微小RNA（micro RNA,miRNA）的加工成熟参与干细胞的分化调控,然而METTL3能否通过miR-497-5p调控SCAPs分化尚未见报道。 目的 本研究旨在探讨METTL3对miR-497-5p的调节作用,阐明METTL3通过介导miR-497-5p调节SCAPs成骨/成牙本质向分化的机制。 方法 1.收集16-20岁...",10.26925/d.cnki.gbbyc.2026.000475,,,,,R781,https://kns.cnki.net/kcms2/article/abstract?v=Ef7Li4TQaLwKOUWsWOp3nchA_awG8ypvZzTvdpo-w6uibNvBhjZGCZLzZuoisqg28dDPofDtV9q5uXm_AMzk3TrM0PUUG0AcUiZZ0DG6oTkifbdarNFZyY3iteAqpH47FrzTLbgPjERYSmxvruw5u0GTw-WXgWYuBybAEQOjhc1jwsrp0GgMFQ==&uniplatform=NZKPT&language=CHS,67ec733575bb
